match_id;home_team;visiting_team;home_team_set;visiting_team_set;match_winner
c681c45a51327fd16865c1efcf2a8972;University of Pittsburgh;University of Miami;3;0;University of Pittsburgh
c739cbf0a42ef7389d07abfab9f19b65;University of Oklahoma;Iowa State University;1;3;Iowa State University
c7666867d1d863c2bada3a726f247192;University of Oklahoma;Baylor University;1;3;Baylor University
c7ec4d2ed01dec5a3b8af9b044bef118;University of Mississippi;University of Florida;2;3;University of Florida
c8b96af889df59abc4ae1845e3ad037f;Boston College;Syracuse University;3;0;Boston College
c8da10879671026a3d89337d7cbcbed5;Northwestern University;University of Maryland;0;3;University of Maryland
ca1cfed43053ae0bb4cdd58cfda169fd;Florida State University;Wake Forest University;3;0;Florida State University
ca20f93a1509ba13a0b25732e9ad30e3;University of Florida;University of Kentucky;3;0;University of Florida
cabd56ecd984f2181c266fdb3100138b;University of North Carolina;University of Virginia;3;0;University of North Carolina
cae4ed07cdbbc6d5161f5db2de2e443b;Florida State University;University of Miami;3;2;Florida State University
cb31fc9bb856bf9af5712e18ce0449f9;University of Wisconsin-Madison;Rutgers University;3;0;University of Wisconsin-Madison
cb77833df23cc5f004bbe8be42374dee;University of Tennessee;Louisiana State University;3;0;University of Tennessee
cbe46264ede0847850c0d5e370511eed;Washington State University;University of California, Los Angeles;2;3;University of California, Los Angeles
cc898a553b82f2ca3022dc6b69c84217;Arizona State University;Stanford University;1;3;Stanford University
cc9ba24874bd740998e6cbc392987ff6;Santa Clara University;Loyola Marymount University;0;3;Loyola Marymount University
cd9f746b62dda8a5a3044cae877f829f;University of Georgia;Texas A&M University;3;2;University of Georgia
cdde88ce59b1b5142d78fe0219360ed2;Clemson University;University of Miami;1;3;University of Miami
ce953859f146d7b59738f913adbc1377;University of Wisconsin-Madison;Indiana University, Bloomington;3;1;University of Wisconsin-Madison
ceef0d129edc749659b9d6bdd71b3dd5;Pepperdine University;Saint Mary's College;3;1;Pepperdine University
cf0be893f96dd08f7e2a8be06f3fe54c;Oregon State University;University of California, Los Angeles;1;3;University of California, Los Angeles
cf4487d66645cc54f38d07a83c56826f;North Carolina State University;University of Miami;3;1;North Carolina State University
cf969a5c7968252806c4b05afdc6182a;Purdue University;University of Minnesota;3;0;Purdue University
d128ac8a40f57ac2d44d80bc62404716;Stanford University;University of California, Los Angeles;3;0;Stanford University
