state,next_state,prob
R_B+.D+.S#.AX6,S_B=,0.188235294117647
R_B+.D+.S#.AX6,S_D#,0.105882352941176
R_B+.D+.S#.AX6,S_D+,0.2
R_B+.D+.S#.AX6,S_D-,0.0235294117647059
R_B+.D+.S#.AX6,S_D=,0.0823529411764706
R_B+.D+.S#.AX6,S_P,0.0352941176470588
R_B+.D+.S-,R_P,0.0127388535031847
R_B+.D+.S-,S_ANA,0.146496815286624
R_B+.D+.S-,S_B-,0.00636942675159236
R_B+.D+.S-,S_D#,0.0127388535031847
R_B+.D+.S-,S_D+,0.00636942675159236
R_B+.D+.S-,S_F!,0.0573248407643312
R_B+.D+.S-,S_F#,0.35031847133758
R_B+.D+.S-,S_F+,0.305732484076433
R_B+.D+.S-,S_F-,0.0764331210191083
R_B+.D+.S-,S_F/,0.0191082802547771
R_B+.D+.S-,S_F=,0.00636942675159236
R_B-,R_B-.ANA,0.0964408725602755
R_B-,R_B-.D-,0.73134328358209
R_B-,R_P,0.00114810562571757
R_B-,S_ANA,0.125143513203215
R_B-,S_B+,0.00114810562571757
R_B-,S_D#,0.0114810562571757
R_B-,S_D+,0.0103329506314581
R_B-,S_D-,0.00459242250287026
R_B-,S_F#,0.00114810562571757
R_B-,S_F+,0.00574052812858783
R_B-,S_F-,0.00114810562571757
R_B-,S_P,0.0103329506314581
R_B-.ANA,R_P,0.166666666666667
R_B-.ANA,S_B#,0.0119047619047619
R_B-.ANA,S_B+,0.0476190476190476
R_B-.ANA,S_B-,0.0357142857142857
R_B-.ANA,S_B/,0.0476190476190476
R_B-.ANA,S_B=,0.0357142857142857
R_B-.ANA,S_D#,0.25
R_B-.ANA,S_D+,0.166666666666667
R_B-.ANA,S_D-,0.0952380952380952
R_B-.ANA,S_D=,0.0833333333333333
R_B-.ANA,S_P,0.0595238095238095
R_B-.D-,R_B-.D-.ANA,0.141287284144427
R_B-.D-,R_P,0.0172684458398744
R_B-.D-,S_ANA,0.224489795918367
R_B-.D-,S_B#,0.00156985871271586
R_B-.D-,S_B+,0.00156985871271586
R_B-.D-,S_B=,0.00156985871271586
R_B-.D-,S_D#,0.00156985871271586
R_B-.D-,S_D+,0.00156985871271586
R_B-.D-,S_D=,0.00470957613814757
R_B-.D-,S_F!,0.032967032967033
R_B-.D-,S_F#,0.19309262166405
R_B-.D-,S_F+,0.21193092621664
R_B-.D-,S_F-,0.0659340659340659
R_B-.D-,S_F/,0.010989010989011
R_B-.D-,S_F=,0.00784929356357928
R_B-.D-,S_P,0.0816326530612245
R_B-.D-.ANA,R_P,0.0333333333333333
R_B-.D-.ANA,S_B!,0.0111111111111111
R_B-.D-.ANA,S_B#,0.1
R_B-.D-.ANA,S_B+,0.144444444444444
R_B-.D-.ANA,S_B-,0.0222222222222222
R_B-.D-.ANA,S_B/,0.0111111111111111
R_B-.D-.ANA,S_B=,0.0666666666666667
R_B-.D-.ANA,S_D#,0.188888888888889
R_B-.D-.ANA,S_D+,0.177777777777778
R_B-.D-.ANA,S_D-,0.0555555555555556
R_B-.D-.ANA,S_D=,0.0444444444444444
R_B-.D-.ANA,S_P,0.144444444444444
R_B/,S_D#,0.481338976529434
R_B/,S_D+,0.518661023470566
R_B=,S_P,1
R_D!,R_D!.S#,1
R_D!.S#,R_D!.S#.AV5,1
R_D!.S#.AV5,R_P,0.0857142857142857
R_D!.S#.AV5,S_B!,0.0285714285714286
R_D!.S#.AV5,S_B#,0.0857142857142857
R_D!.S#.AV5,S_B+,0.142857142857143
R_D!.S#.AV5,S_B-,0.0285714285714286
R_D!.S#.AV5,S_B/,0.114285714285714
R_D!.S#.AV5,S_B=,0.0285714285714286
R_D!.S#.AV5,S_D#,0.2
R_D!.S#.AV5,S_D+,0.114285714285714
R_D!.S#.AV5,S_D-,0.0285714285714286
R_D!.S#.AV5,S_D=,0.0285714285714286
R_D!.S#.AV5,S_P,0.114285714285714
R_D#,R_D#.S#,0.980004518752824
R_D#,R_D#.S-,0.00768187980117488
R_D#,R_D#.S=,0.0123136014460009
R_D#.S#,R_D#.S#.ACB,0.00380403458213256
R_D#.S#,R_D#.S#.ACF,0.0411527377521614
R_D#.S#,R_D#.S#.ANA,0.0039193083573487
R_D#.S#,R_D#.S#.APP,0.0595965417867435
R_D#.S#,R_D#.S#.AV5,0.0217867435158501
R_D#.S#,R_D#.S#.AV6,0.0118731988472622
R_D#.S#,R_D#.S#.AVP,0.0039193083573487
R_D#.S#,R_D#.S#.AX1,0.0989048991354467
R_D#.S#,R_D#.S#.AX2,0.00564841498559078
R_D#.S#,R_D#.S#.AX3,0.00345821325648415
R_D#.S#,R_D#.S#.AX4,0.0069164265129683
R_D#.S#,R_D#.S#.AX5,0.425706051873199
R_D#.S#,R_D#.S#.AX6,0.17671469740634
R_D#.S#,R_D#.S#.AX7,0.0297406340057637
R_D#.S#,R_D#.S#.AX8,0.017521613832853
R_D#.S#,R_D#.S#.AX9,0.00714697406340058
R_D#.S#,R_D#.S#.AXM,0.0246685878962536
R_D#.S#,R_D#.S#.AXP,0.057521613832853
R_D#.S#.ACB,R_P,0.303030303030303
R_D#.S#.ACB,S_B+,0.121212121212121
R_D#.S#.ACB,S_B-,0.0303030303030303
R_D#.S#.ACB,S_B=,0.242424242424242
R_D#.S#.ACB,S_D#,0.0606060606060606
R_D#.S#.ACB,S_D+,0.0606060606060606
R_D#.S#.ACB,S_D-,0.0606060606060606
R_D#.S#.ACB,S_D=,0.0303030303030303
R_D#.S#.ACB,S_P,0.0909090909090909
R_D#.S#.ACF,R_P,0.140056022408964
R_D#.S#.ACF,S_B!,0.0336134453781513
R_D#.S#.ACF,S_B#,0.0728291316526611
R_D#.S#.ACF,S_B+,0.0896358543417367
R_D#.S#.ACF,S_B-,0.0112044817927171
R_D#.S#.ACF,S_B/,0.0532212885154062
R_D#.S#.ACF,S_B=,0.142857142857143
R_D#.S#.ACF,S_D#,0.0896358543417367
R_D#.S#.ACF,S_D+,0.123249299719888
R_D#.S#.ACF,S_D-,0.0504201680672269
R_D#.S#.ACF,S_D=,0.117647058823529
R_D#.S#.ACF,S_P,0.0756302521008403
R_D#.S#.ANA,R_P,0.0882352941176471
R_D#.S#.ANA,S_B#,0.117647058823529
R_D#.S#.ANA,S_B+,0.0882352941176471
R_D#.S#.ANA,S_B-,0.0294117647058824
R_D#.S#.ANA,S_B/,0.0294117647058824
R_D#.S#.ANA,S_B=,0.0588235294117647
R_D#.S#.ANA,S_D#,0.294117647058824
R_D#.S#.ANA,S_D+,0.117647058823529
R_D#.S#.ANA,S_D-,0.0588235294117647
R_D#.S#.ANA,S_D=,0.0588235294117647
R_D#.S#.ANA,S_P,0.0588235294117647
R_D#.S#.APP,R_P,0.172147001934236
R_D#.S#.APP,S_ANA,0.00193423597678917
R_D#.S#.APP,S_B!,0.0174081237911025
R_D#.S#.APP,S_B#,0.0560928433268859
R_D#.S#.APP,S_B+,0.0657640232108317
R_D#.S#.APP,S_B-,0.0212765957446809
R_D#.S#.APP,S_B/,0.0502901353965184
R_D#.S#.APP,S_B=,0.0444874274661509
R_D#.S#.APP,S_D#,0.206963249516441
R_D#.S#.APP,S_D+,0.197292069632495
R_D#.S#.APP,S_D-,0.0657640232108317
R_D#.S#.APP,S_D=,0.0986460348162476
R_D#.S#.APP,S_F-,0.00193423597678917
R_D#.S#.AV5,R_P,0.0687830687830688
R_D#.S#.AV5,S_B!,0.0317460317460317
R_D#.S#.AV5,S_B#,0.0793650793650794
R_D#.S#.AV5,S_B+,0.126984126984127
R_D#.S#.AV5,S_B-,0.0264550264550265
R_D#.S#.AV5,S_B/,0.0687830687830688
R_D#.S#.AV5,S_B=,0.116402116402116
R_D#.S#.AV5,S_D#,0.153439153439153
R_D#.S#.AV5,S_D+,0.121693121693122
R_D#.S#.AV5,S_D-,0.0211640211640212
R_D#.S#.AV5,S_D=,0.0846560846560847
R_D#.S#.AV5,S_P,0.100529100529101
R_D#.S#.AV6,R_P,0.0485436893203883
R_D#.S#.AV6,S_B!,0.0194174757281553
R_D#.S#.AV6,S_B#,0.0970873786407767
R_D#.S#.AV6,S_B+,0.12621359223301
R_D#.S#.AV6,S_B-,0.0194174757281553
R_D#.S#.AV6,S_B/,0.058252427184466
R_D#.S#.AV6,S_B=,0.12621359223301
R_D#.S#.AV6,S_D#,0.135922330097087
R_D#.S#.AV6,S_D+,0.174757281553398
R_D#.S#.AV6,S_D-,0.0194174757281553
R_D#.S#.AV6,S_D=,0.058252427184466
R_D#.S#.AV6,S_P,0.116504854368932
R_D#.S#.AVP,R_P,0.0294117647058824
R_D#.S#.AVP,S_B#,0.0294117647058824
R_D#.S#.AVP,S_B+,0.0588235294117647
R_D#.S#.AVP,S_B=,0.0588235294117647
R_D#.S#.AVP,S_D#,0.176470588235294
R_D#.S#.AVP,S_D+,0.235294117647059
R_D#.S#.AVP,S_D-,0.117647058823529
R_D#.S#.AVP,S_D=,0.0882352941176471
R_D#.S#.AVP,S_P,0.205882352941176
R_D#.S#.AX1,R_P,0.17016317016317
R_D#.S#.AX1,S_B!,0.020979020979021
R_D#.S#.AX1,S_B#,0.0652680652680653
R_D#.S#.AX1,S_B+,0.0885780885780886
R_D#.S#.AX1,S_B-,0.0174825174825175
R_D#.S#.AX1,S_B/,0.0606060606060606
R_D#.S#.AX1,S_B=,0.0874125874125874
R_D#.S#.AX1,S_D#,0.0979020979020979
R_D#.S#.AX1,S_D+,0.153846153846154
R_D#.S#.AX1,S_D-,0.0571095571095571
R_D#.S#.AX1,S_D=,0.108391608391608
R_D#.S#.AX1,S_P,0.0722610722610723
R_D#.S#.AX2,R_P,0.142857142857143
R_D#.S#.AX2,S_B!,0.0204081632653061
R_D#.S#.AX2,S_B#,0.0204081632653061
R_D#.S#.AX2,S_B+,0.0204081632653061
R_D#.S#.AX2,S_B-,0.0408163265306122
R_D#.S#.AX2,S_B/,0.0612244897959184
R_D#.S#.AX2,S_B=,0.122448979591837
R_D#.S#.AX2,S_D#,0.204081632653061
R_D#.S#.AX2,S_D+,0.142857142857143
R_D#.S#.AX2,S_D-,0.0816326530612245
R_D#.S#.AX2,S_D=,0.0612244897959184
R_D#.S#.AX2,S_P,0.0816326530612245
R_D#.S#.AX3,R_P,0.1
R_D#.S#.AX3,S_B#,0.0666666666666667
R_D#.S#.AX3,S_B+,0.1
R_D#.S#.AX3,S_B-,0.0333333333333333
R_D#.S#.AX3,S_B/,0.1
R_D#.S#.AX3,S_B=,0.1
R_D#.S#.AX3,S_D#,0.0333333333333333
R_D#.S#.AX3,S_D+,0.266666666666667
R_D#.S#.AX3,S_D-,0.0333333333333333
R_D#.S#.AX3,S_D=,0.133333333333333
R_D#.S#.AX3,S_P,0.0333333333333333
R_D#.S#.AX4,R_P,0.116666666666667
R_D#.S#.AX4,S_B#,0.0333333333333333
R_D#.S#.AX4,S_B+,0.1
R_D#.S#.AX4,S_B/,0.0833333333333333
R_D#.S#.AX4,S_B=,0.0833333333333333
R_D#.S#.AX4,S_D#,0.2
R_D#.S#.AX4,S_D+,0.183333333333333
R_D#.S#.AX4,S_D-,0.05
R_D#.S#.AX4,S_D=,0.0833333333333333
R_D#.S#.AX4,S_P,0.0666666666666667
R_D#.S#.AX5,R_P,0.113728675873274
R_D#.S#.AX5,S_ANA,0.00108313024641213
R_D#.S#.AX5,S_B!,0.0341186027619821
R_D#.S#.AX5,S_B#,0.0850257243433523
R_D#.S#.AX5,S_B+,0.126455456268616
R_D#.S#.AX5,S_B-,0.016246953696182
R_D#.S#.AX5,S_B/,0.0690495532087734
R_D#.S#.AX5,S_B=,0.165718927701056
R_D#.S#.AX5,S_D#,0.0858380720281614
R_D#.S#.AX5,S_D+,0.109396154887625
R_D#.S#.AX5,S_D-,0.0406173842404549
R_D#.S#.AX5,S_D=,0.074735987002437
R_D#.S#.AX5,S_P,0.0779853777416734
R_D#.S#.AX6,R_P,0.132420091324201
R_D#.S#.AX6,S_B!,0.0195694716242661
R_D#.S#.AX6,S_B#,0.071102413568167
R_D#.S#.AX6,S_B+,0.103065883887802
R_D#.S#.AX6,S_B-,0.0169602087410307
R_D#.S#.AX6,S_B/,0.0554468362687541
R_D#.S#.AX6,S_B=,0.142857142857143
R_D#.S#.AX6,S_D#,0.105022831050228
R_D#.S#.AX6,S_D+,0.136333985649054
R_D#.S#.AX6,S_D-,0.045662100456621
R_D#.S#.AX6,S_D=,0.0945857795172864
R_D#.S#.AX6,S_P,0.0769732550554468
R_D#.S#.AX7,R_P,0.143410852713178
R_D#.S#.AX7,S_B!,0.0310077519379845
R_D#.S#.AX7,S_B#,0.0813953488372093
R_D#.S#.AX7,S_B+,0.0775193798449612
R_D#.S#.AX7,S_B-,0.0348837209302326
R_D#.S#.AX7,S_B/,0.062015503875969
R_D#.S#.AX7,S_B=,0.10077519379845
R_D#.S#.AX7,S_D#,0.0697674418604651
R_D#.S#.AX7,S_D+,0.193798449612403
R_D#.S#.AX7,S_D-,0.0271317829457364
R_D#.S#.AX7,S_D=,0.104651162790698
R_D#.S#.AX7,S_P,0.0736434108527132
R_D#.S#.AX8,R_P,0.0855263157894737
R_D#.S#.AX8,S_B!,0.00657894736842105
R_D#.S#.AX8,S_B#,0.0921052631578947
R_D#.S#.AX8,S_B+,0.0855263157894737
R_D#.S#.AX8,S_B/,0.0263157894736842
R_D#.S#.AX8,S_B=,0.0789473684210526
R_D#.S#.AX8,S_D#,0.118421052631579
R_D#.S#.AX8,S_D+,0.197368421052632
R_D#.S#.AX8,S_D-,0.0592105263157895
R_D#.S#.AX8,S_D=,0.0921052631578947
R_D#.S#.AX8,S_P,0.157894736842105
R_D#.S#.AX9,R_P,0.17741935483871
R_D#.S#.AX9,S_B#,0.0645161290322581
R_D#.S#.AX9,S_B+,0.209677419354839
R_D#.S#.AX9,S_B-,0.032258064516129
R_D#.S#.AX9,S_B/,0.0645161290322581
R_D#.S#.AX9,S_B=,0.0806451612903226
R_D#.S#.AX9,S_D#,0.0645161290322581
R_D#.S#.AX9,S_D+,0.209677419354839
R_D#.S#.AX9,S_D-,0.032258064516129
R_D#.S#.AX9,S_D=,0.0483870967741935
R_D#.S#.AX9,S_P,0.0161290322580645
R_D#.S#.AXM,R_P,0.14018691588785
R_D#.S#.AXM,S_B!,0.0280373831775701
R_D#.S#.AXM,S_B#,0.0700934579439252
R_D#.S#.AXM,S_B+,0.116822429906542
R_D#.S#.AXM,S_B-,0.00934579439252336
R_D#.S#.AXM,S_B/,0.0794392523364486
R_D#.S#.AXM,S_B=,0.0841121495327103
R_D#.S#.AXM,S_D#,0.130841121495327
R_D#.S#.AXM,S_D+,0.130841121495327
R_D#.S#.AXM,S_D-,0.0420560747663551
R_D#.S#.AXM,S_D=,0.0934579439252336
R_D#.S#.AXM,S_P,0.0747663551401869
R_D#.S#.AXP,R_P,0.11623246492986
R_D#.S#.AXP,S_B!,0.0160320641282565
R_D#.S#.AXP,S_B#,0.0420841683366733
R_D#.S#.AXP,S_B+,0.0480961923847695
R_D#.S#.AXP,S_B-,0.0120240480961924
R_D#.S#.AXP,S_B/,0.0140280561122244
R_D#.S#.AXP,S_B=,0.0801603206412826
R_D#.S#.AXP,S_D#,0.158316633266533
R_D#.S#.AXP,S_D+,0.19438877755511
R_D#.S#.AXP,S_D-,0.0681362725450902
R_D#.S#.AXP,S_D=,0.120240480961924
R_D#.S#.AXP,S_P,0.130260521042084
R_D#.S-,R_P,0.0735294117647059
R_D#.S-,S_ANA,0.102941176470588
R_D#.S-,S_B-,0.0147058823529412
R_D#.S-,S_B/,0.0147058823529412
R_D#.S-,S_B=,0.0294117647058824
R_D#.S-,S_D+,0.0147058823529412
R_D#.S-,S_D-,0.0294117647058824
R_D#.S-,S_F!,0.102941176470588
R_D#.S-,S_F#,0.191176470588235
R_D#.S-,S_F+,0.264705882352941
R_D#.S-,S_F-,0.132352941176471
R_D#.S-,S_F=,0.0147058823529412
